OrderID,OrderDate,CustomerID,CustomerName,Product,Category,Quantity,UnitPrice,Discount,Sales,Cost,Profit,Region,State,City
99,2024-12-08,227,Customer 0227,Laptop,Electronics,3,51797,10,139851.9,123114.04,16737.86,North,Rajasthan,Jaipur
100,2023-12-25,197,Customer 0197,Mouse,Electronics,16,655,5,9956,6111.86,3844.14,West,Maharashtra,Mumbai
101,2025-03-06,330,Customer 0330,Pen,Stationery,4,20,10,72,64.64,7.36,South,Karnataka,Bengaluru
102,2023-12-30,318,Customer 0318,Printer,Electronics,4,16282,5,61871.6,49259.41,12612.19,West,Maharashtra,Mumbai
103,2024-10-01,372,Customer 0372,Chair,Furniture,17,3522,0,59874,38225.15,21648.85,North,Rajasthan,Jaipur
104,2023-02-28,117,Customer 0117,Chair,Furniture,16,3389,0,54224,34629.02,19594.98,South,Telangana,Hyderabad
105,2024-10-02,357,Customer 0357,Chair,Furniture,18,3824,15,58507.2,42757.68,15749.52,South,Telangana,Hyderabad
106,2024-04-24,487,Customer 0487,Keyboard,Electronics,14,1093,5,14536.9,11959.4,2577.5,East,West Bengal,Kolkata
107,2025-04-08,273,Customer 0273,Laptop,Electronics,10,48837,15,415114.5,270172.13,144942.37,South,Tamil Nadu,Chennai
108,2023-12-19,60,Customer 0060,Phone,Electronics,15,22631,10,305518.5,191819.86,113698.64,South,Karnataka,Bengaluru
109,2023-06-07,464,Customer 0464,Desk,Furniture,10,7661,15,65118.5,43139.04,21979.46,West,Maharashtra,Mumbai
110,2025-12-05,16,,Notebook,Stationery,15,75,10,1012.5,878.64,133.86,West,Gujarat,Ahmedabad
111,2024-08-29,201,Customer 0201,Mouse,Electronics,1,595,0,595,470.8,124.2,North,Uttar Pradesh,Lucknow
112,2024-02-22,12,Customer 0012,Monitor,Electronics,5,13065,10,58792.5,52151.19,6641.31,North,Uttar Pradesh,Lucknow
113,2023-01-18,228,Customer 0228,Monitor,Electronics,17,10817,5,174694.55,151834.44,22860.11,South,Telangana,Hyderabad
114,2024-09-13,95,Customer 0095,Laptop,Electronics,18,52262,5,893680.2,785355.29,108324.91,North,Uttar Pradesh,Lucknow
115,2024-09-27,236,Customer 0236,Desk,Furniture,3,6833,0,20499,15077.69,5421.31,South,Tamil Nadu,Chennai
116,2023-07-14,261,Customer 0261,Notebook,Stationery,15,83,10,1120.5,778.09,342.41,North,Rajasthan,Jaipur
117,2024-07-02,87,Customer 0087,Monitor,Electronics,16,10988,0,175808,120486.42,55321.58,Central,Madhya Pradesh,Bhopal
118,2023-08-14,367,Customer 0367,Keyboard,Electronics,7,1129,10,7112.7,6399.05,713.65,South,Karnataka,Bengaluru
119,2024-10-19,8,Customer 0008,Printer,Electronics,8,14502,15,98613.6,72920.13,25693.47,North,Uttar Pradesh,Lucknow
120,2023-06-06,113,Customer 0113,Notebook,Stationery,12,84,0,1008,776.58,231.42,South,Tamil Nadu,Chennai
121,2023-12-13,169,,Desk,Furniture,20,7340,5,139460,93186.92,46273.08,South,Tamil Nadu,Chennai
122,2023-10-10,227,Customer 0227,Chair,Furniture,4,3724,0,14896,13258.33,1637.67,Central,Madhya Pradesh,Bhopal
123,2023-02-02,9,Customer 0009,Pen,Stationery,17,19,0,323,241.63,81.37,West,Gujarat,Ahmedabad
124,2024-04-29,358,Customer 0358,Desk,Furniture,10,6833,15,58080.5,48057.2,10023.3,West,Maharashtra,Mumbai
125,2023-09-28,349,Customer 0349,Desk,Furniture,17,6505,15,93997.25,70352.55,23644.7,West,Gujarat,Ahmedabad
126,2025-01-24,81,Customer 0081,Keyboard,Electronics,3,1230,0,3690,3273.65,416.35,North,Uttar Pradesh,Lucknow
127,2024-03-05,356,Customer 0356,Phone,Electronics,7,26827,0,187789,118907.4,68881.6,West,Maharashtra,Mumbai
128,2024-02-24,491,Customer 0491,Phone,Electronics,8,24240,15,164832,122694.17,42137.83,West,Maharashtra,Mumbai
129,2023-06-28,306,Customer 0306,Laptop,Electronics,19,50489,15,815397.35,540220.01,275177.34,South,Karnataka,Bengaluru
130,2024-12-29,233,Customer 0233,Laptop,Electronics,20,45455,10,818190,564580.57,253609.43,North,Delhi,New Delhi
131,2023-12-01,376,Customer 0376,Mouse,Electronics,6,580,15,2958,2322.8,635.2,South,Karnataka,Bengaluru
132,2025-07-13,461,Customer 0461,Chair,Furniture,20,3489,10,62802,53692.1,9109.9,South,Karnataka,Bengaluru
133,2025-01-28,381,,Monitor,Electronics,2,12398,10,22316.4,15569.51,6746.89,West,Maharashtra,Mumbai
134,2023-01-15,20,Customer 0020,Pen,Stationery,4,21,5,79.8,71.42,8.38,North,Rajasthan,Jaipur
135,2025-10-09,81,Customer 0081,Printer,Electronics,2,16023,10,28841.4,17305.57,11535.83,East,West Bengal,Kolkata
136,2024-05-15,293,Customer 0293,Laptop,Electronics,20,46558,10,838044,695069.4,142974.6,West,Maharashtra,Mumbai
137,2024-08-18,52,Customer 0052,Printer,Electronics,7,13833,15,82306.35,62491.03,19815.32,West,Gujarat,Ahmedabad
138,2023-11-17,168,Customer 0168,Keyboard,Electronics,7,1303,15,7752.85,4696.29,3056.56,North,Rajasthan,Jaipur
139,2025-09-23,235,Customer 0235,Pen,Stationery,11,19,10,188.1,136.36,51.74,North,Rajasthan,Jaipur
140,2024-09-09,194,Customer 0194,Chair,Furniture,17,3630,5,58624.5,47608.32,11016.18,South,Karnataka,Bengaluru
141,2025-02-09,23,Customer 0023,Pen,Stationery,9,18,10,145.8,108.56,37.24,North,Delhi,New Delhi
142,2023-12-13,89,Customer 0089,Notebook,Stationery,3,84,5,239.4,201.51,37.89,South,Tamil Nadu,Chennai
143,2023-11-27,326,Customer 0326,Desk,Furniture,19,6351,0,120669,96119,24550,South,Tamil Nadu,Chennai
144,2023-08-05,36,Customer 0036,Laptop,Electronics,8,49321,5,374839.6,249479.93,125359.67,Central,Madhya Pradesh,Bhopal
145,2023-03-17,432,Customer 0432,Desk,Furniture,8,6618,0,52944,46011.33,6932.67,East,West Bengal,Kolkata
146,2025-03-18,414,Customer 0414,Monitor,Electronics,15,11113,5,158360.25,102850.87,55509.38,North,Delhi,New Delhi
147,2023-02-18,487,Customer 0487,Monitor,Electronics,9,11328,10,91756.8,71814.89,19941.91,North,Uttar Pradesh,Lucknow
148,2024-12-01,346,Customer 0346,Mouse,Electronics,4,560,0,2240,2006.67,233.33,North,Delhi,New Delhi
149,2024-05-17,164,Customer 0164,Desk,Furniture,1,7633,15,6488.05,4852.62,1635.43,West,Gujarat,Ahmedabad
150,2025-01-29,297,Customer 0297,Pen,Stationery,3,18,15,45.9,35.97,9.93,West,Gujarat,Ahmedabad
151,2024-07-11,275,Customer 0275,Phone,Electronics,6,26809,15,136725.9,89503.27,47222.63,East,West Bengal,Kolkata
152,2025-01-14,18,Customer 0018,Desk,Furniture,18,6697,0,120546,107303.16,13242.84,North,Rajasthan,Jaipur
153,2024-12-08,101,Customer 0101,Printer,Electronics,16,16036,15,218089.6,174976.24,-43113.36,East,West Bengal,Kolkata
154,2023-12-29,331,Customer 0331,Mouse,Electronics,16,660,5,10032,8106.26,1925.74,East,West Bengal,Kolkata
155,2025-11-26,43,Customer 0043,Notebook,Stationery,1,76,0,76,45.97,30.03,East,West Bengal,Kolkata
156,2023-07-07,466,Customer 0466,Desk,Furniture,11,7107,10,70359.3,52969.47,17389.83,South,Karnataka,Bengaluru
157,2025-02-20,213,Customer 0213,Pen,Stationery,11,18,15,168.3,125.75,42.55,North,Uttar Pradesh,Lucknow
158,2025-07-19,430,Customer 0430,Laptop,Electronics,10,45532,10,409788,366620.2,43167.8,North,Uttar Pradesh,Lucknow
159,2025-05-28,289,Customer 0289,Chair,Furniture,10,3783,5,35938.5,21756.38,14182.12,East,West Bengal,Kolkata
160,2023-01-04,345,Customer 0345,Chair,Furniture,4,3206,5,12182.8,10656.39,1526.41,West,Maharashtra,Mumbai
161,2025-04-07,7,Customer 0007,Keyboard,Electronics,3,1208,15,3080.4,1931.36,1149.04,West,Maharashtra,Mumbai
162,2023-09-13,141,Customer 0141,Desk,Furniture,13,7668,10,89715.6,66301.81,23413.79,West,Maharashtra,Mumbai
163,2024-01-30,338,Customer 0338,Desk,Furniture,10,6393,5,60733.5,42065.8,18667.7,South,Karnataka,
164,2025-05-11,276,Customer 0276,Keyboard,Electronics,1,1120,10,1008,756.12,251.88,North,Rajasthan,Jaipur
165,2024-05-06,390,Customer 0390,Chair,Furniture,6,3521,10,19013.4,14357.54,4655.86,East,West Bengal,Kolkata
166,2024-06-30,314,Customer 0314,Printer,Electronics,10,13929,15,118396.5,93177.17,25219.33,East,West Bengal,Kolkata
167,2023-09-15,413,Customer 0413,Laptop,Electronics,11,53383,10,528491.7,376115.25,152376.45,South,Telangana,Hyderabad
168,2024-02-15,412,Customer 0412,Monitor,Electronics,11,12495,0,137445,89313.53,-48131.47,South,Karnataka,Bengaluru
169,2025-04-11,132,Customer 0132,Mouse,Electronics,16,595,5,9044,6563.89,2480.11,North,Uttar Pradesh,Lucknow
170,2023-12-24,54,Customer 0054,Printer,Electronics,9,15949,10,129186.9,111896.27,17290.63,North,Delhi,New Delhi
171,2023-12-25,191,Customer 0191,Phone,Electronics,11,25810,10,255519,205110.1,50408.9,North,Delhi,New Delhi
172,2024-08-16,378,Customer 0378,Desk,Furniture,11,7280,10,72072,56500.44,15571.56,West,Maharashtra,Mumbai
173,2023-09-17,162,Customer 0162,Keyboard,Electronics,3,1117,10,3015.9,2225.03,790.87,Central,Madhya Pradesh,Bhopal
174,2024-05-28,377,Customer 0377,Keyboard,Electronics,9,1317,0,11853,7267.86,4585.14,South,Tamil Nadu,Chennai
175,2025-02-17,387,Customer 0387,Mouse,Electronics,18,618,0,11124,6884.41,4239.59,South,Tamil Nadu,Chennai
176,2023-06-08,95,Customer 0095,Notebook,Stationery,13,83,0,1079,831.75,247.25,North,Uttar Pradesh,Lucknow
177,2023-12-28,20,Customer 0020,Monitor,Electronics,14,12744,10,160574.4,126107.88,34466.52,South,Telangana,Hyderabad
178,2025-07-03,419,Customer 0419,Monitor,Electronics,3,12345,5,35183.25,30140.31,5042.94,West,Maharashtra,Mumbai
179,2024-04-03,318,Customer 0318,Monitor,Electronics,14,11496,5,152896.8,129501.88,23394.92,South,Telangana,
180,2024-04-22,208,Customer 0208,Desk,Furniture,15,6359,0,95385,71111.9,24273.1,South,Tamil Nadu,Chennai
181,2024-01-11,307,Customer 0307,Desk,Furniture,15,7131,10,96268.5,64430.52,31837.98,North,Rajasthan,Jaipur
182,2025-04-14,240,Customer 0240,Desk,Furniture,18,6601,0,118818,106653.4,12164.6,West,Gujarat,Ahmedabad
183,2024-04-02,476,Customer 0476,Keyboard,Electronics,18,1315,10,21303,15095.87,6207.13,Central,Madhya Pradesh,Bhopal
184,2023-10-14,411,Customer 0411,Laptop,Electronics,14,46891,10,590826.6,431137.48,159689.12,South,Tamil Nadu,Chennai
185,2023-04-13,92,Customer 0092,Printer,Electronics,2,14833,10,26699.4,23633.38,3066.02,Central,Madhya Pradesh,Bhopal
186,2024-06-19,423,Customer 0423,Mouse,Electronics,1,571,0,571,478.98,92.02,South,Tamil Nadu,Chennai
187,2025-07-17,223,Customer 0223,Keyboard,Electronics,3,1189,5,3388.65,2782.39,606.26,South,Tamil Nadu,Chennai
188,2023-11-22,277,Customer 0277,Monitor,Electronics,3,11039,0,33117,25342.23,7774.77,South,Karnataka,Bengaluru
189,2024-02-13,416,Customer 0416,Monitor,Electronics,6,12232,10,66052.8,59344.19,6708.61,Central,Madhya Pradesh,Bhopal
190,2024-05-29,359,Customer 0359,Notebook,Stationery,15,80,15,1020,744.46,275.54,North,Uttar Pradesh,Lucknow
191,2024-12-27,155,Customer 0155,Chair,Furniture,2,3819,0,7638,5795.52,1842.48,South,Tamil Nadu,Chennai
192,2023-05-11,334,Customer 0334,Mouse,Electronics,17,621,10,9501.3,7553.78,1947.52,West,Gujarat,Ahmedabad
193,2025-06-18,170,Customer 0170,Desk,Furniture,17,7624,0,129608,87480.12,42127.88,North,Uttar Pradesh,Lucknow
194,2023-05-04,131,Customer 0131,Monitor,Electronics,4,12630,0,50520,34386.12,16133.88,South,Karnataka,Bengaluru
195,2023-11-14,164,Customer 0164,Pen,Stationery,11,21,5,219.45,141.83,77.62,South,Karnataka,Bengaluru
196,2023-10-05,105,Customer 0105,Desk,Furniture,12,7386,0,88632,78464.84,10167.16,West,Maharashtra,Mumbai
197,2025-08-11,324,Customer 0324,Chair,Furniture,20,3695,15,62815,55998.96,6816.04,North,Delhi,New Delhi
198,2025-07-08,95,Customer 0095,Keyboard,Electronics,16,1159,0,18544,14323.26,4220.74,South,Karnataka,Bengaluru
199,2025-04-01,251,Customer 0251,Pen,Stationery,19,18,0,342,254.58,87.42,West,Gujarat,Ahmedabad
200,2023-05-07,446,Customer 0446,Mouse,Electronics,14,632,5,8405.6,5176.04,3229.56,Central,Madhya Pradesh,Bhopal
201,2025-02-16,326,Customer 0326,Pen,Stationery,9,21,5,179.55,143.55,36,North,Delhi,New Delhi
202,2023-10-01,437,Customer 0437,Desk,Furniture,17,7365,10,112684.5,74467.43,38217.07,Central,Madhya Pradesh,Bhopal
203,2024-07-26,244,Customer 0244,Phone,Electronics,14,23842,10,300409.2,189477.39,110931.81,East,West Bengal,Kolkata
204,2024-10-17,486,Customer 0486,Mouse,Electronics,7,555,0,3885,2992.41,892.59,West,Maharashtra,Mumbai
205,2023-02-28,10,Customer 0010,Chair,Furniture,2,3183,15,5411.1,4148.87,1262.23,South,Tamil Nadu,Chennai
206,2023-06-26,448,Customer 0448,Monitor,Electronics,5,11066,15,47030.5,31599.14,15431.36,West,Gujarat,Ahmedabad
207,2023-08-02,412,Customer 0412,Notebook,Stationery,14,74,5,984.2,826.59,157.61,North,Delhi,New Delhi
208,2025-12-31,429,Customer 0429,Phone,Electronics,17,24268,0,412556,310269.47,102286.53,West,Gujarat,Ahmedabad
209,2025-07-29,478,Customer 0478,Phone,Electronics,1,23640,5,22458,14717.62,7740.38,Central,Madhya Pradesh,Bhopal
210,2023-08-23,284,Customer 0284,Monitor,Electronics,3,12127,10,32742.9,20508.06,12234.84,North,Delhi,New Delhi
211,2023-01-21,437,Customer 0437,Pen,Stationery,17,19,10,290.7,241.76,48.94,West,Gujarat,Ahmedabad
212,2025-10-05,255,Customer 0255,Pen,Stationery,14,20,15,238,156.88,81.12,South,Tamil Nadu,Chennai
213,2025-02-13,335,Customer 0335,Chair,Furniture,9,3709,10,30042.9,18137.44,11905.46,South,Telangana,Hyderabad
214,2023-11-12,100,Customer 0100,Keyboard,Electronics,4,1284,5,4879.2,3975.65,903.55,South,Tamil Nadu,Chennai
215,2023-04-01,122,Customer 0122,Monitor,Electronics,16,11815,5,179588,160573.75,19014.25,West,Gujarat,Ahmedabad
216,2024-10-16,384,Customer 0384,Monitor,Electronics,17,11063,15,159860.35,116677.03,43183.32,North,Uttar Pradesh,Lucknow
217,2025-01-22,375,Customer 0375,Notebook,Stationery,20,85,5,1615,1246.5,368.5,South,Tamil Nadu,Chennai
218,2025-04-18,193,Customer 0193,Notebook,Stationery,9,81,5,692.55,531.36,161.19,South,Tamil Nadu,Chennai
219,2023-06-02,83,Customer 0083,Monitor,Electronics,16,11589,15,157610.4,111570.07,46040.33,North,Delhi,New Delhi
